Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster,Cluster_Category
Undergraduate,Partner,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,6,Gen X,59,1,0,689.1384615384616,0,Moderate Spender
Undergraduate,Alone,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,9,Baby Boomers,71,1,1,35.75221729490022,2,High Spender
Undergraduate,Partner,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,3,Baby Boomers,69,1,0,191.27385892116183,0,Moderate Spender
Undergraduate,Partner,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,3,Baby Boomers,71,0,0,70.81925522252497,2,High Spender
PhD,Partner,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,10,Gen X,57,2,0,168.09469696969697,0,Moderate Spender
Postgraduate,Partner,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,1,Gen X,51,2,0,85.05360443622921,0,Moderate Spender
Undergraduate,Partner,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,5,Millennials,40,0,0,59.22454090150251,2,High Spender
Undergraduate,Partner,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,4,Gen X,48,1,0,85.98132780082987,0,Moderate Spender
Postgraduate,Alone,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,5,Gen X,47,3,0,969.270749587855,0,Moderate Spender
Postgraduate,Partner,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,11,Baby Boomers,77,0,2,51.88235294117647,2,High Spender
Postgraduate,Alone,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,8,Baby Boomers,71,1,0,156.31929824561402,0,Moderate Spender
Undergraduate,Partner,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,11,Gen X,45,1,0,61.24052863436123,2,High Spender
Postgraduate,Partner,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,4,Millennials,37,1,0,396.5263157894737,0,Moderate Spender
Undergraduate,Partner,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,11,Gen X,56,0,0,69.207258834766,2,High Spender
PhD,Partner,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,4,Gen X,55,2,0,108.71428571428572,2,High Spender
PhD,Partner,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,1,Gen X,45,1,0,166.11891891891892,1,Low Spender
Undergraduate,Alone,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,9,Baby Boomers,63,1,0,51.31485943775101,0,Moderate Spender
Undergraduate,Partner,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,3,Gen X,47,1,0,222.2804232804233,0,Moderate Spender
Undergraduate,Partner,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,10,Gen X,49,1,0,89.18229166666667,0,Moderate Spender
Undergraduate,Alone,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,12,Baby Boomers,73,1,0,46.72438803263826,0,Moderate Spender
PhD,Partner,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,8,Gen X,53,0,0,45.59612093553908,2,High Spender
PhD,Partner,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,2,Millennials,39,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,3,Gen X,59,2,0,85.61200923787528,1,Low Spender
Postgraduate,Alone,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,1,Baby Boomers,63,1,1,51.62153652392947,2,High Spender
Undergraduate,Partner,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,5,Gen X,54,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,4,Baby Boomers,74,0,0,791.2105263157895,1,Low Spender
PhD,Partner,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,3,Gen X,60,1,0,56.1727842435094,0,Moderate Spender
Postgraduate,Partner,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,12,Gen X,50,1,0,321.9130434782609,1,Low Spender
Postgraduate,Partner,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,12,Millennials,43,1,0,969.270749587855,1,Low Spender
PhD,Alone,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,10,Baby Boomers,67,1,0,131.83636363636364,2,High Spender
Undergraduate,Alone,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,12,Gen X,52,1,0,131.57894736842104,1,Low Spender
Postgraduate,Alone,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,5,Silent Generation,93,1,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,10,Gen X,57,0,1,35.179597701149426,2,High Spender
Undergraduate,Partner,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,12,Baby Boomers,67,1,0,64.38156590683846,2,High Spender
Undergraduate,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,7,Gen X,54,1,0,877.0769230769231,1,Low Spender
Undergraduate,Partner,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,11,Millennials,35,0,1,45.290104486785495,2,High Spender
Undergraduate,Partner,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,8,Baby Boomers,67,1,0,55.42105263157895,0,Moderate Spender
PhD,Partner,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,6,Baby Boomers,61,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,5,Gen X,53,1,3,47.41656804733728,2,High Spender
Undergraduate,Partner,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,1,Baby Boomers,72,1,0,53.97625899280576,2,High Spender
PhD,Partner,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,8,Millennials,37,0,0,31.77140169332079,2,High Spender
Postgraduate,Partner,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,10,Gen X,56,1,0,42.57086871325931,2,High Spender
Postgraduate,Alone,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,9,Gen X,50,1,0,486.875,1,Low Spender
Undergraduate,Alone,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,10,Millennials,40,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,4,Gen X,51,0,4,92.34892086330936,2,High Spender
Postgraduate,Partner,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,9,Baby Boomers,67,0,0,126.14285714285714,1,Low Spender
Undergraduate,Partner,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,8,Gen X,58,2,0,65.94250871080139,2,High Spender
PhD,Alone,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,10,Gen X,51,1,0,936.3333333333334,1,Low Spender
PhD,Partner,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,10,Baby Boomers,64,1,1,57.53133514986376,0,Moderate Spender
Undergraduate,Alone,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,10,Baby Boomers,61,1,0,142.82298136645963,0,Moderate Spender
Undergraduate,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,6,Baby Boomers,61,2,0,425.02272727272725,1,Low Spender
PhD,Alone,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,12,Baby Boomers,68,3,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,10,Gen X,46,1,1,493.1290322580645,1,Low Spender
PhD,Alone,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,5,Gen X,57,2,0,82.45443786982248,2,High Spender
Postgraduate,Partner,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,6,Gen X,55,1,0,160.57818181818183,0,Moderate Spender
PhD,Partner,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,11,Gen X,47,1,0,969.270749587855,1,Low Spender
Postgraduate,Partner,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,2,Baby Boomers,73,2,0,159.18545454545455,0,Moderate Spender
Postgraduate,Partner,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,3,Gen X,59,2,0,424.2111111111111,1,Low Spender
Undergraduate,Partner,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,6,Baby Boomers,62,0,1,53.59464882943144,2,High Spender
PhD,Partner,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,10,Gen X,55,2,1,207.04891304347825,1,Low Spender
Undergraduate,Partner,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,6,Gen X,55,0,0,74.35270132517839,2,High Spender
Undergraduate,Partner,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,10,Gen X,55,1,0,329.4029850746269,1,Low Spender
Undergraduate,Alone,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,9,Baby Boomers,72,0,0,42.3651376146789,2,High Spender
Postgraduate,Alone,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,3,Millennials,42,1,0,529.8,1,Low Spender
PhD,Partner,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,2,Gen X,50,1,0,267.987012987013,0,Moderate Spender
Undergraduate,Partner,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,4,Baby Boomers,65,2,0,610.7291666666666,1,Low Spender
Undergraduate,Alone,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,2,Baby Boomers,62,2,0,337.1515151515151,1,Low Spender
PhD,Partner,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,9,Baby Boomers,62,1,0,86.12077922077923,2,High Spender
Undergraduate,Alone,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,1,Baby Boomers,69,0,0,63.44200626959248,0,Moderate Spender
Postgraduate,Partner,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,4,Millennials,44,0,0,95.21026894865524,2,High Spender
PhD,Alone,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,4,Millennials,39,0,1,75.53189189189189,2,High Spender
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,4,Gen X,57,1,0,70.30947136563877,0,Moderate Spender
Undergraduate,Partner,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,2,Millennials,44,1,0,240.0,1,Low Spender
Undergraduate,Partner,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,10,Gen X,49,1,0,89.18229166666667,0,Moderate Spender
Undergraduate,Partner,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,8,Baby Boomers,79,0,0,119.1167192429022,1,Low Spender
PhD,Partner,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,3,Gen X,51,1,0,142.38611713665944,2,High Spender
Postgraduate,Partner,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,4,Gen X,50,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,7,Gen X,51,1,0,437.5857142857143,1,Low Spender
Undergraduate,Partner,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,1,Baby Boomers,73,0,0,80.94408602150537,2,High Spender
Postgraduate,Partner,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,1,Baby Boomers,69,2,0,59.25261932479628,0,Moderate Spender
Undergraduate,Alone,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,5,Gen X,59,0,0,54.09066305818674,2,High Spender
Postgraduate,Alone,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,6,Baby Boomers,76,0,0,90.8102564102564,1,Low Spender
Postgraduate,Partner,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,7,Millennials,41,0,1,623.3461538461538,1,Low Spender
Undergraduate,Partner,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,12,Gen X,56,1,0,280.007299270073,1,Low Spender
Undergraduate,Partner,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,10,Gen X,45,0,1,42.98957790515894,2,High Spender
Undergraduate,Partner,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,1,Gen X,54,2,0,244.5,1,Low Spender
Undergraduate,Partner,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,3,Gen X,60,2,0,969.270749587855,1,Low Spender
Postgraduate,Partner,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,8,Baby Boomers,73,1,2,40.72125181950509,0,Moderate Spender
Postgraduate,Alone,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,3,Millennials,37,1,0,969.270749587855,1,Low Spender
Postgraduate,Partner,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,1,Millennials,39,1,0,423.86,0,Moderate Spender
Undergraduate,Alone,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,1,Millennials,43,0,0,83.18424242424243,2,High Spender
PhD,Alone,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,3,Gen X,60,1,1,63.22270742358079,0,Moderate Spender
Undergraduate,Alone,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,4,Baby Boomers,67,2,0,568.483870967742,1,Low Spender
Postgraduate,Partner,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,10,Baby Boomers,69,1,0,80.79807692307692,0,Moderate Spender
PhD,Partner,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,3,Gen X,47,1,0,515.3,0,Moderate Spender
Undergraduate,Alone,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,4,Millennials,37,1,0,145.5934065934066,1,Low Spender
Undergraduate,Partner,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,12,Millennials,41,1,0,363.27272727272725,1,Low Spender
Postgraduate,Partner,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,3,Baby Boomers,64,0,1,66.73536685902721,2,High Spender
Undergraduate,Alone,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,9,Gen X,59,0,0,252.69158878504672,1,Low Spender
Undergraduate,Alone,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,3,Baby Boomers,78,0,1,66.94641313742437,2,High Spender
Postgraduate,Partner,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,9,Baby Boomers,61,1,1,117.3992673992674,0,Moderate Spender
Postgraduate,Partner,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,4,Millennials,33,0,0,177.05394190871368,0,Moderate Spender
Undergraduate,Alone,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,1,Gen X,49,1,0,237.18867924528303,1,Low Spender
Undergraduate,Partner,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,10,Gen X,58,3,0,610.1081081081081,1,Low Spender
Postgraduate,Alone,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,2,Gen X,49,0,0,47.011273209549074,2,High Spender
Undergraduate,Partner,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,12,Gen X,59,2,0,230.62978723404257,0,Moderate Spender
Postgraduate,Partner,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,3,Baby Boomers,69,2,0,901.21875,1,Low Spender
Undergraduate,Partner,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,7,Gen X,53,2,0,395.30392156862746,0,Moderate Spender
Undergraduate,Alone,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,8,Millennials,40,1,0,165.8428927680798,2,High Spender
Undergraduate,Partner,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,7,Baby Boomers,74,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,1,Gen X,54,1,0,95.28676470588236,2,High Spender
Undergraduate,Partner,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,7,Gen X,51,1,0,969.270749587855,1,Low Spender
PhD,Alone,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,2,Gen X,60,2,0,969.270749587855,0,Moderate Spender
PhD,Alone,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,2,Baby Boomers,64,1,0,49.21576128538638,2,High Spender
Undergraduate,Alone,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,1,Baby Boomers,72,1,0,64.22857142857143,0,Moderate Spender
Undergraduate,Partner,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,7,Baby Boomers,68,0,0,48.46999220576773,0,Moderate Spender
PhD,Alone,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,7,Gen X,49,1,0,228.44615384615383,1,Low Spender
Undergraduate,Partner,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,11,Millennials,41,1,0,736.6216216216217,1,Low Spender
PhD,Partner,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,5,Baby Boomers,75,3,0,969.270749587855,0,Moderate Spender
PhD,Alone,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,2,Millennials,39,1,0,187.49375,1,Low Spender
Undergraduate,Alone,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,4,Millennials,42,1,0,969.270749587855,1,Low Spender
PhD,Alone,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,9,Millennials,36,0,0,478.8169014084507,1,Low Spender
PhD,Partner,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,4,Baby Boomers,69,1,0,57.13522825150732,2,High Spender
Postgraduate,Partner,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,Gen X,54,1,1,596.2372881355932,1,Low Spender
Undergraduate,Partner,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,6,Millennials,42,1,0,666.969696969697,1,Low Spender
Undergraduate,Alone,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,9,Baby Boomers,65,2,0,65.75475687103594,0,Moderate Spender
Undergraduate,Alone,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,12,Gen X,57,0,3,52.49167822468793,2,High Spender
Undergraduate,Partner,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,11,Gen X,53,1,0,494.758064516129,1,Low Spender
Undergraduate,Partner,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,3,Gen X,60,0,1,49.58363201911589,2,High Spender
PhD,Partner,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,9,Silent Generation,93,0,1,45.07933081489477,2,High Spender
Undergraduate,Alone,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,8,Millennials,37,0,0,44.63914174252276,2,High Spender
Undergraduate,Alone,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,12,Millennials,39,0,0,297.9208633093525,0,Moderate Spender
PhD,Partner,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,11,Gen X,56,1,2,46.71065989847716,0,Moderate Spender
PhD,Partner,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,6,Baby Boomers,75,1,0,116.94674556213018,0,Moderate Spender
Undergraduate,Partner,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,8,Gen X,52,1,1,969.270749587855,1,Low Spender
Undergraduate,Alone,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,11,Baby Boomers,73,0,0,87.8968085106383,2,High Spender
Undergraduate,Partner,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,6,Gen X,60,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,6,Gen X,55,0,0,71.28991596638656,2,High Spender
Undergraduate,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,12,Gen X,54,2,0,690.2727272727273,1,Low Spender
Postgraduate,Partner,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,Gen X,49,1,1,969.270749587855,1,Low Spender
Undergraduate,Partner,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,12,Baby Boomers,68,1,0,85.16526946107784,2,High Spender
Undergraduate,Partner,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,Millennials,39,1,2,49.86278586278586,2,High Spender
PhD,Alone,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,10,Gen X,59,0,0,67.7930029154519,2,High Spender
Undergraduate,Partner,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,10,Gen X,51,0,0,60.68939393939394,2,High Spender
PhD,Alone,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,12,Gen X,49,1,0,46.98512137823023,0,Moderate Spender
Undergraduate,Alone,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,11,Gen X,47,2,0,788.6326530612245,1,Low Spender
Undergraduate,Partner,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,5,Baby Boomers,70,1,1,512.4949494949495,0,Moderate Spender
PhD,Partner,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,12,Gen X,56,0,0,40.99520958083832,2,High Spender
Postgraduate,Partner,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,8,Silent Generation,82,0,0,72.30333333333333,2,High Spender
PhD,Partner,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,10,Baby Boomers,77,2,0,109.83764705882352,0,Moderate Spender
Undergraduate,Partner,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,9,Baby Boomers,68,0,1,36.51555968416164,2,High Spender
PhD,Alone,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,3,Gen X,56,1,0,97.77830188679243,0,Moderate Spender
Undergraduate,Partner,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,2,Gen X,47,2,0,498.9824561403509,1,Low Spender
PhD,Partner,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,11,Gen X,47,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,12,Gen X,58,2,0,104.2085020242915,0,Moderate Spender
Undergraduate,Alone,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,8,Gen X,56,1,0,79.08080808080808,0,Moderate Spender
Undergraduate,Partner,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,5,Baby Boomers,65,0,0,58.99851632047478,2,High Spender
Undergraduate,Alone,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,3,Gen X,49,1,0,619.9019607843137,1,Low Spender
Undergraduate,Partner,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,11,Baby Boomers,63,0,0,37.28002070393375,2,High Spender
PhD,Alone,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,12,Gen X,50,1,0,53.14545454545455,0,Moderate Spender
Postgraduate,Partner,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,4,Millennials,41,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,10,Gen X,50,2,0,189.6771653543307,0,Moderate Spender
Postgraduate,Alone,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,8,Gen X,55,1,1,969.270749587855,1,Low Spender
Undergraduate,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,11,Gen X,59,1,1,46.54266958424508,0,Moderate Spender
PhD,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,6,Gen X,53,2,0,528.4657534246576,1,Low Spender
Postgraduate,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,8,Gen X,50,2,0,384.15,0,Moderate Spender
Undergraduate,Alone,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,3,Gen X,55,0,1,278.82716049382714,1,Low Spender
Undergraduate,Alone,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,12,Millennials,36,1,0,818.3513513513514,1,Low Spender
PhD,Partner,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,10,Baby Boomers,64,1,0,48.239651416122,2,High Spender
Undergraduate,Alone,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,6,Gen X,56,1,0,604.3529411764706,1,Low Spender
PhD,Partner,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,1,Gen X,56,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,11,Millennials,40,1,0,908.4545454545456,1,Low Spender
Undergraduate,Alone,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,12,Baby Boomers,71,0,0,84.63271604938272,1,Low Spender
Postgraduate,Partner,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,8,Gen X,52,3,0,169.13744075829385,1,Low Spender
Postgraduate,Alone,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,3,Millennials,44,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,5,Gen X,54,1,0,249.8780487804878,1,Low Spender
Postgraduate,Partner,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,10,Gen X,57,1,1,89.01422764227642,0,Moderate Spender
Undergraduate,Partner,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,10,Baby Boomers,65,1,0,63.06567164179104,0,Moderate Spender
Undergraduate,Partner,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,8,Baby Boomers,76,1,0,340.55263157894734,1,Low Spender
PhD,Alone,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,5,Gen X,57,2,0,71.32480818414322,2,High Spender
Undergraduate,Partner,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,1,Gen X,46,0,1,51.95627157652474,2,High Spender
Postgraduate,Partner,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,12,Gen X,46,1,0,281.52702702702703,0,Moderate Spender
Undergraduate,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,5,Millennials,32,0,0,65.92102928127773,2,High Spender
PhD,Partner,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,4,Baby Boomers,79,0,0,244.07655502392345,0,Moderate Spender
Postgraduate,Partner,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,2,Gen X,57,1,0,89.93265565438374,2,High Spender
PhD,Partner,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,10,Millennials,34,0,0,42.97997496871089,2,High Spender
Undergraduate,Partner,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,9,Gen X,54,2,0,235.6129032258065,0,Moderate Spender
Undergraduate,Partner,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,8,Millennials,41,1,0,326.48936170212767,1,Low Spender
Undergraduate,Alone,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,12,Millennials,38,1,0,868.2222222222222,1,Low Spender
Postgraduate,Partner,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,11,Gen X,45,1,0,151.19791666666666,1,Low Spender
Postgraduate,Alone,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,3,Baby Boomers,69,2,0,490.546875,1,Low Spender
Undergraduate,Partner,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,9,Gen X,60,0,0,72.38076923076923,2,High Spender
Undergraduate,Alone,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,8,Gen X,51,2,0,259.95705521472394,0,Moderate Spender
Undergraduate,Partner,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,3,Baby Boomers,65,0,0,88.94169096209913,1,Low Spender
PhD,Alone,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,10,Baby Boomers,70,3,1,124.4865470852018,0,Moderate Spender
Undergraduate,Partner,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,6,Gen X,60,2,0,969.270749587855,0,Moderate Spender
PhD,Alone,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,8,Gen X,53,1,0,388.75714285714287,1,Low Spender
PhD,Alone,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,5,Gen X,54,2,0,241.94117647058823,2,High Spender
PhD,Partner,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,6,Gen X,51,1,0,659.804347826087,1,Low Spender
Undergraduate,Partner,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,10,Baby Boomers,62,2,0,102.93265306122449,0,Moderate Spender
