Education,Marital_Status,Income,Recency,Deals,online,Catalog,Store,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster
PhD,Alone,0.4590739226688725,46,3,10,2,10,5,5,Gen X,57,2,0,82.45443786982248,2
Postgraduate,Partner,0.3102904013106214,85,4,4,1,6,5,6,Gen X,55,1,0,160.57818181818183,1
PhD,Partner,0.2689441925281588,31,1,1,0,2,9,11,Gen X,47,1,0,1508.68,1
Postgraduate,Partner,0.30787944192851424,9,6,5,2,4,8,2,Baby Boomers,73,2,0,159.18545454545455,1
Postgraduate,Partner,0.27196699340481595,30,4,3,1,3,7,3,Gen X,59,2,0,424.2111111111111,1
Undergraduate,Partner,0.514148841559538,47,1,3,7,8,1,6,Baby Boomers,62,0,1,53.59464882943144,2
PhD,Partner,0.27143114549438047,70,4,3,2,2,7,10,Gen X,55,2,1,207.04891304347825,1
Undergraduate,Partner,0.4766148871892884,13,1,3,3,6,1,6,Gen X,55,0,0,74.35270132517839,2
Undergraduate,Partner,0.1607674898736264,11,2,2,2,2,6,10,Gen X,55,1,0,329.4029850746269,0
Undergraduate,Alone,0.45686629651531124,31,2,3,4,5,7,9,Baby Boomers,72,0,0,42.3651376146789,2
Postgraduate,Alone,0.22931804359369978,15,3,3,0,4,5,3,Millennials,42,1,0,529.8,0
PhD,Partner,0.4160686241768588,2,2,4,2,4,5,2,Gen X,50,1,0,267.987012987013,2
Undergraduate,Partner,0.21231429237958527,55,4,2,0,4,6,4,Baby Boomers,65,2,0,610.7291666666666,0
Undergraduate,Alone,0.2400997460856529,38,3,2,0,4,7,2,Baby Boomers,62,2,0,337.1515151515151,0
PhD,Partner,0.44069563588154653,86,2,6,3,12,4,9,Baby Boomers,62,1,0,86.12077922077923,2
Undergraduate,Alone,0.4093092340822789,56,2,7,4,10,5,1,Baby Boomers,69,0,0,63.44200626959248,1
Postgraduate,Partner,0.5025856639342787,29,1,3,3,5,1,4,Millennials,44,0,0,95.21026894865524,2
PhD,Alone,0.46011908118945194,30,1,3,5,8,1,4,Millennials,39,0,1,75.53189189189189,2
Postgraduate,Alone,0.4269596065004115,64,1,9,3,9,6,4,Gen X,57,1,0,70.30947136563877,2
Undergraduate,Partner,0.17821078148355488,46,3,3,0,4,7,2,Millennials,44,1,0,240.0,0
Undergraduate,Partner,0.35462474754643913,84,2,8,2,4,8,10,Gen X,49,1,0,89.18229166666667,1
Undergraduate,Partner,0.2692259214282002,20,2,4,1,6,7,8,Baby Boomers,79,0,0,119.1167192429022,1
PhD,Partner,0.4369746653534323,74,1,5,1,8,2,3,Gen X,51,1,0,142.38611713665944,2
Postgraduate,Partner,0.3112958717826559,18,2,2,0,3,5,4,Gen X,50,2,0,1197.8108108108108,1
Undergraduate,Partner,0.22139876880412715,75,1,3,1,2,7,7,Gen X,51,1,0,437.5857142857143,0
Undergraduate,Partner,0.4889854480395557,17,1,6,3,13,3,1,Baby Boomers,73,0,0,80.94408602150537,2
Postgraduate,Partner,0.35178780640604274,88,13,6,2,12,5,1,Baby Boomers,69,2,0,59.25261932479628,1
Undergraduate,Alone,0.5132356721057251,19,1,5,11,5,3,5,Gen X,59,0,0,54.09066305818674,2
Postgraduate,Alone,0.25375146944938887,62,3,7,1,5,8,6,Baby Boomers,76,0,0,90.8102564102564,0
Postgraduate,Partner,0.2335767996860366,11,1,1,0,3,7,7,Millennials,41,0,1,623.3461538461538,0
Undergraduate,Partner,0.27315528948256484,74,3,3,1,3,7,12,Gen X,56,1,0,280.007299270073,1
Undergraduate,Partner,0.5262437285786852,32,1,2,7,9,4,10,Gen X,45,0,1,42.98957790515894,2
Undergraduate,Partner,0.12020724581754882,76,3,3,0,3,9,1,Gen X,54,2,0,244.5,0
Undergraduate,Partner,0.2147868667775816,6,1,0,0,3,6,3,Gen X,60,2,0,1186.88,0
Postgraduate,Partner,0.3818111528658092,62,3,3,6,11,8,8,Baby Boomers,73,1,2,40.72125181950509,1
Postgraduate,Alone,0.2535651660737647,20,1,1,0,3,7,3,Millennials,37,1,0,1105.875,0
Postgraduate,Partner,0.29908032963096604,43,1,3,0,3,8,1,Millennials,39,1,0,423.86,1
Undergraduate,Alone,0.45338495758073594,45,1,2,3,6,1,1,Millennials,43,0,0,83.18424242424243,2
PhD,Alone,0.3932242506438169,34,5,8,3,12,5,3,Gen X,60,1,1,63.22270742358079,1
Undergraduate,Alone,0.2526198070831984,53,4,3,1,3,5,4,Baby Boomers,67,2,0,568.483870967742,0
Postgraduate,Partner,0.39847080394393114,44,1,9,2,9,6,10,Baby Boomers,69,1,0,80.79807692307692,1
PhD,Partner,0.3241394037049454,89,1,2,1,3,4,3,Gen X,47,1,0,515.3,1
Undergraduate,Alone,0.2821585949748736,43,3,5,1,4,8,4,Millennials,37,1,0,145.5934065934066,1
Undergraduate,Partner,0.1745879667519346,68,3,3,1,3,7,12,Millennials,41,1,0,363.27272727272725,0
Postgraduate,Partner,0.5183754792112009,44,1,6,7,9,2,3,Baby Boomers,64,0,1,66.73536685902721,2
Undergraduate,Alone,0.196398336451092,64,1,3,0,3,9,9,Gen X,59,0,0,252.69158878504672,0
Undergraduate,Alone,0.5003785587591351,85,1,2,5,10,1,3,Baby Boomers,78,0,1,66.94641313742437,2
Postgraduate,Partner,0.4284076585925786,93,1,8,3,6,7,9,Baby Boomers,61,1,1,117.3992673992674,2
Postgraduate,Partner,0.3008844382778561,12,1,4,2,4,4,4,Millennials,33,0,0,177.05394190871368,1
Undergraduate,Alone,0.08888928500075341,86,4,3,1,3,6,1,Gen X,49,1,0,237.18867924528303,0
Undergraduate,Partner,0.16444062873970447,28,2,2,0,3,7,10,Gen X,58,3,0,610.1081081081081,0
Postgraduate,Alone,0.4656569440554034,42,1,6,6,10,3,2,Gen X,49,0,0,47.011273209549074,2
Undergraduate,Partner,0.37149717328147813,13,6,3,1,6,4,12,Gen X,59,2,0,230.62978723404257,1
Postgraduate,Partner,0.2090079875981444,86,2,2,0,3,5,3,Baby Boomers,69,2,0,901.21875,0
Undergraduate,Partner,0.2858636297280697,59,2,3,0,3,7,7,Gen X,53,2,0,395.30392156862746,1
Undergraduate,Alone,0.44174363141041006,30,2,4,3,6,3,8,Millennials,40,1,0,165.8428927680798,2
Undergraduate,Partner,0.2227859173037778,33,2,1,0,3,5,7,Baby Boomers,74,2,0,1101.178571428571,0
Undergraduate,Partner,0.43228302728086676,23,3,3,3,12,2,1,Gen X,54,1,0,95.28676470588236,2
Undergraduate,Partner,0.24710965448661118,81,1,1,0,2,7,7,Gen X,51,1,0,1147.3666666666666,0
PhD,Alone,0.3281495209968571,6,1,1,0,2,7,2,Gen X,60,2,0,2351.25,1
PhD,Alone,0.4296639191219448,41,5,10,3,5,7,2,Baby Boomers,64,1,0,49.21576128538638,2
Undergraduate,Alone,0.28678452905449947,78,6,8,2,8,8,1,Baby Boomers,72,1,0,64.22857142857143,1
Undergraduate,Partner,0.4176624166373975,49,1,4,8,5,3,7,Baby Boomers,68,0,0,48.46999220576773,2
PhD,Alone,0.10660352070183754,39,3,2,0,4,8,7,Gen X,49,1,0,228.44615384615383,0
Undergraduate,Partner,0.1979261076811802,3,1,1,0,3,7,11,Millennials,41,1,0,736.6216216216217,0
PhD,Partner,0.37288010727176735,37,1,1,0,3,4,5,Baby Boomers,75,3,0,1432.421052631579,1
PhD,Alone,0.21704630971881872,22,4,3,1,4,8,2,Millennials,39,1,0,187.49375,0
Undergraduate,Alone,0.17527903934565703,79,1,1,0,2,8,4,Millennials,42,1,0,1046.608695652174,0
PhD,Alone,0.24425919748982317,46,1,1,1,3,4,9,Millennials,36,0,0,478.8169014084507,0
PhD,Partner,0.44081152096781745,82,2,9,3,5,5,4,Baby Boomers,69,1,0,57.13522825150732,2
Postgraduate,Partner,0.25216678330835807,10,1,1,1,2,7,1,Gen X,54,1,1,596.2372881355932,0
Undergraduate,Partner,0.1603293113746068,51,2,2,0,3,8,6,Millennials,42,1,0,666.969696969697,0
Undergraduate,Alone,0.4177584151918459,38,1,4,5,12,3,9,Baby Boomers,65,2,0,65.75475687103594,2
Undergraduate,Alone,0.4911653455284113,10,1,11,4,6,4,12,Gen X,57,0,3,52.49167822468793,2
Undergraduate,Partner,0.2217010839218419,14,1,1,0,3,8,11,Gen X,53,1,0,494.758064516129,0
Undergraduate,Partner,0.528803933983892,18,1,7,6,8,3,3,Gen X,60,0,1,49.58363201911589,2
PhD,Partner,0.5314735224646435,36,1,4,6,4,1,9,Silent Generation,93,0,1,45.07933081489477,2
Undergraduate,Alone,0.4535375199477101,95,1,4,5,11,3,8,Millennials,37,0,0,44.63914174252276,2
Undergraduate,Alone,0.29286176109628703,11,1,2,1,4,6,12,Millennials,39,0,0,297.9208633093525,1
PhD,Partner,0.37747612331665586,65,3,4,2,11,8,11,Gen X,56,1,2,46.71065989847716,1
PhD,Partner,0.40117852691570816,71,2,3,5,8,3,6,Baby Boomers,75,1,0,116.94674556213018,1
Undergraduate,Partner,0.19746872516773556,13,1,1,0,2,8,8,Gen X,52,1,1,1510.5555555555557,0
Undergraduate,Alone,0.5268818632214223,58,1,2,9,4,1,11,Baby Boomers,73,0,0,87.8968085106383,2
Undergraduate,Partner,0.3111765250488459,65,2,1,0,3,6,6,Gen X,60,2,0,1054.7619047619048,1
Undergraduate,Alone,0.5380188505931287,0,1,4,4,6,1,6,Gen X,55,0,0,71.28991596638656,2
Undergraduate,Alone,0.2196173773349157,33,3,2,0,3,7,12,Gen X,54,2,0,690.2727272727273,0
Postgraduate,Partner,0.23877019199899593,90,1,1,0,2,6,1,Gen X,49,1,1,2073.8125,0
Undergraduate,Partner,0.46684041752638455,95,4,6,7,9,4,12,Baby Boomers,68,1,0,85.16526946107784,2
Undergraduate,Partner,0.4713409427627693,93,2,8,4,8,4,1,Millennials,39,1,2,49.86278586278586,2
PhD,Alone,0.45953436025521366,38,3,4,6,5,3,10,Gen X,59,0,0,67.7930029154519,2
Undergraduate,Partner,0.47212739233143464,18,1,3,4,10,1,10,Gen X,51,0,0,60.68939393939394,2
PhD,Alone,0.4052349905828418,57,5,11,3,5,6,12,Gen X,49,1,0,46.98512137823023,1
Undergraduate,Alone,0.2749937110444088,45,2,2,0,3,7,11,Gen X,47,2,0,788.6326530612245,1
Undergraduate,Partner,0.3508162177521145,61,1,2,0,4,6,5,Baby Boomers,70,1,1,512.4949494949495,1
PhD,Partner,0.4524854563343808,6,1,3,3,8,1,12,Gen X,56,0,0,40.99520958083832,2
Postgraduate,Partner,0.4338289793361629,65,1,5,3,5,2,8,Silent Generation,82,0,0,72.30333333333333,2
PhD,Partner,0.3260226959332821,52,2,4,6,4,5,10,Baby Boomers,77,2,0,109.83764705882352,1
Undergraduate,Partner,0.506396365939548,87,1,4,7,10,2,9,Baby Boomers,68,0,1,36.51555968416164,2
PhD,Alone,0.4176624166373975,38,3,6,2,10,4,3,Gen X,56,1,0,97.77830188679243,2
Undergraduate,Partner,0.2062420328350326,53,3,2,1,4,4,2,Gen X,47,2,0,498.9824561403509,0
PhD,Partner,0.2689441925281588,31,1,1,0,2,9,11,Gen X,47,1,0,1508.68,1
Undergraduate,Partner,0.3552861451035369,67,7,6,3,6,7,12,Gen X,58,2,0,104.2085020242915,1
Undergraduate,Alone,0.37506879540508153,65,2,6,2,9,4,8,Gen X,56,1,0,79.08080808080808,1
Undergraduate,Partner,0.5110982659274169,64,1,4,10,11,2,5,Baby Boomers,65,0,0,58.99851632047478,2
Undergraduate,Alone,0.22813789720045358,82,2,2,0,3,7,3,Gen X,49,1,0,619.9019607843137,0
Undergraduate,Partner,0.47173156985799264,27,1,4,3,8,3,11,Baby Boomers,63,0,0,37.28002070393375,2
PhD,Alone,0.36208514336181086,63,2,2,4,8,8,12,Gen X,50,1,0,53.14545454545455,1
Postgraduate,Partner,0.25553290510584525,66,1,1,0,3,6,4,Millennials,41,1,0,1189.4666666666667,0
Undergraduate,Partner,0.3352452847130929,69,6,5,1,4,8,10,Gen X,50,2,0,189.6771653543307,1
Postgraduate,Alone,0.2139287382063358,52,1,1,1,2,4,8,Gen X,55,1,1,1018.896551724138,0
Undergraduate,Alone,0.42678614693284206,45,4,4,3,12,8,11,Gen X,59,1,1,46.54266958424508,2
PhD,Alone,0.2745702610279837,2,3,3,0,3,8,6,Gen X,53,2,0,528.4657534246576,1
Postgraduate,Alone,0.3224078606478162,86,4,3,2,2,8,8,Gen X,50,2,0,384.15,1
Undergraduate,Alone,0.16452064619810172,23,1,1,1,2,9,3,Gen X,55,0,1,278.82716049382714,0
Undergraduate,Alone,0.21897695201553893,13,1,1,0,3,8,12,Millennials,36,1,0,818.3513513513514,0
PhD,Partner,0.44131904978235054,14,2,3,5,10,6,10,Baby Boomers,64,1,0,48.239651416122,2
Undergraduate,Alone,0.22271042903187444,92,1,1,0,3,7,6,Gen X,56,1,0,604.3529411764706,0
PhD,Partner,0.241467947417914,38,1,1,0,2,8,1,Gen X,56,2,0,1975.3529411764705,0
Undergraduate,Partner,0.14543447171109175,74,1,0,0,3,7,11,Millennials,40,1,0,908.4545454545456,0
Undergraduate,Alone,0.19909324379555854,14,3,4,1,6,7,12,Baby Boomers,71,0,0,84.63271604938272,0
Postgraduate,Partner,0.25555946967601545,94,7,4,1,4,8,8,Gen X,52,3,0,169.13744075829385,0
Postgraduate,Alone,0.25857659329945676,33,1,0,1,2,3,3,Millennials,44,1,0,1902.2631578947369,0
Undergraduate,Alone,0.07047207698446677,32,3,1,2,2,5,5,Gen X,54,1,0,249.8780487804878,0
Postgraduate,Partner,0.3079991827842372,11,3,7,3,4,7,10,Gen X,57,1,1,89.01422764227642,1
Undergraduate,Partner,0.4243825959174695,78,4,4,5,13,2,10,Baby Boomers,65,1,0,63.06567164179104,2
Undergraduate,Partner,0.2761654069151126,56,1,2,1,3,6,8,Baby Boomers,76,1,0,340.55263157894734,1
PhD,Alone,0.5321385484226455,57,3,2,2,12,5,5,Gen X,57,2,0,71.32480818414322,2
Undergraduate,Partner,0.5650137427145352,7,0,5,6,8,1,1,Gen X,46,0,1,51.95627157652474,2
Postgraduate,Partner,0.41942280663462317,0,2,3,1,6,4,12,Gen X,46,1,0,281.52702702702703,2
Undergraduate,Alone,0.4837923702984236,66,1,5,4,6,2,5,Millennials,32,0,0,65.92102928127773,2
PhD,Partner,0.3524751931876482,86,1,4,1,4,6,4,Baby Boomers,79,0,0,244.07655502392345,1
Postgraduate,Partner,0.46503236636536655,80,3,5,3,12,3,2,Gen X,57,1,0,89.93265565438374,2
PhD,Partner,0.4536846116187732,56,1,4,9,10,2,10,Millennials,34,0,0,42.97997496871089,2
Undergraduate,Partner,0.3081819175043424,18,4,3,1,4,8,9,Gen X,54,2,0,235.6129032258065,1
Undergraduate,Partner,0.11041927684618202,51,2,1,1,2,8,8,Millennials,41,1,0,326.48936170212767,0
Undergraduate,Alone,0.17073513423398176,71,1,1,0,3,7,12,Millennials,38,1,0,868.2222222222222,0
Postgraduate,Partner,0.10402581181344783,71,4,2,2,3,7,11,Gen X,45,1,0,151.19791666666666,0
Postgraduate,Alone,0.22663511848524057,80,4,2,1,3,6,3,Baby Boomers,69,2,0,490.546875,0
Undergraduate,Partner,0.48897493099537087,2,1,9,4,9,5,9,Gen X,60,0,0,72.38076923076923,2
Undergraduate,Alone,0.2989976692379642,83,5,2,1,5,5,8,Gen X,51,2,0,259.95705521472394,1
Undergraduate,Partner,0.22054629778979465,29,1,5,1,4,7,3,Baby Boomers,65,0,0,88.94169096209913,0
PhD,Alone,0.37929102716681945,11,9,6,3,6,7,10,Baby Boomers,70,3,1,124.4865470852018,1
Undergraduate,Partner,0.3341899565891331,55,1,1,0,3,6,6,Gen X,60,2,0,1170.878048780488,1
PhD,Alone,0.19763059212752374,19,3,2,0,4,8,8,Gen X,53,1,0,388.75714285714287,0
PhD,Alone,0.43790482329818603,1,3,5,1,5,6,5,Gen X,54,2,0,241.94117647058823,2
PhD,Partner,0.2194728010121348,19,1,3,0,2,9,6,Gen X,51,1,0,659.804347826087,0
Undergraduate,Partner,0.34900328196224345,28,3,7,1,8,7,10,Baby Boomers,62,2,0,102.93265306122449,1
Postgraduate,Alone,0.171992182720015,76,2,3,0,3,8,11,Millennials,43,1,0,298.9367088607595,0
Undergraduate,Partner,0.36948436761016756,50,4,4,3,6,4,11,Gen X,49,1,0,58.86120218579235,1
PhD,Partner,0.4415341201497918,1,3,11,9,12,6,3,Baby Boomers,70,1,1,44.75757575757576,2
Undergraduate,Alone,0.327519364270859,90,3,5,1,7,7,8,Millennials,38,1,0,127.16260162601624,1
Undergraduate,Partner,0.48790161104564717,83,2,5,4,8,3,1,Baby Boomers,63,1,0,69.9645852749301,2
PhD,Partner,0.49206743008658044,73,1,3,5,10,1,3,Silent Generation,82,0,0,61.0829307568438,2
Postgraduate,Partner,0.1439728085681935,24,3,2,1,3,5,11,Gen X,50,1,1,253.7051282051282,0
Undergraduate,Partner,0.5142001184831388,11,1,2,7,11,5,2,Millennials,31,0,4,58.152394775036285,2
Undergraduate,Alone,0.5687350528224739,33,1,7,9,9,3,2,Millennials,44,0,2,61.780868385346,2
Postgraduate,Partner,0.3433500367706022,4,9,10,2,8,8,3,Gen X,54,2,0,65.91877496671106,1
PhD,Partner,0.26687137423001317,14,2,2,0,3,7,5,Gen X,52,1,0,779.1875,1
Undergraduate,Partner,0.21771556142382714,30,1,2,0,3,6,5,Millennials,42,1,0,668.8,0
Postgraduate,Partner,0.13429586725422385,75,1,1,0,2,8,6,Millennials,43,1,0,1849.2,0
Postgraduate,Partner,0.5266843888671293,26,1,3,4,8,1,6,Gen X,51,0,2,57.549825783972125,2
PhD,Partner,0.5782162931915423,77,0,7,10,5,2,4,Silent Generation,84,0,1,43.90136857008023,2
Undergraduate,Partner,0.3383556976051372,8,1,1,0,2,8,12,Baby Boomers,72,3,0,2434.3,1
Undergraduate,Partner,0.5776534116079249,42,1,6,7,13,1,4,Millennials,39,0,3,51.760445682451255,2
Undergraduate,Partner,0.48980018269139586,28,2,2,5,10,6,4,Millennials,36,1,2,63.495791245791246,2
Postgraduate,Partner,0.0717418930717146,52,2,1,0,4,5,5,Millennials,36,1,0,241.95348837209303,0
Undergraduate,Partner,0.4127201791219293,1,2,5,5,12,3,4,Gen X,57,1,0,60.82738095238095,2
PhD,Alone,0.5381690454712651,1,1,2,4,9,4,5,Baby Boomers,64,0,4,50.27547393364929,2
Undergraduate,Partner,0.2990866878397315,42,5,8,1,7,8,10,Millennials,36,1,0,61.969298245614034,1
Postgraduate,Partner,0.44617716737091406,76,15,9,6,9,7,1,Gen X,58,2,0,62.20794824399261,2
Undergraduate,Partner,0.4887645668806093,27,1,8,3,13,4,11,Baby Boomers,61,1,0,70.44569288389513,2
Undergraduate,Alone,0.21715673260407387,28,2,1,0,4,5,2,Gen X,55,1,0,526.578947368421,0
Postgraduate,Partner,0.352059199741082,49,1,1,0,3,5,6,Baby Boomers,69,1,0,1107.4565217391305,1
Undergraduate,Alone,0.44597407264573863,12,3,6,2,12,5,12,Gen X,59,1,0,91.7762619372442,2
Postgraduate,Alone,0.3555866358071132,14,2,9,1,5,8,9,Baby Boomers,76,1,0,110.34047109207708,1
PhD,Partner,0.23083722094153322,89,3,2,1,4,7,8,Gen X,54,1,0,262.38524590163934,0
Postgraduate,Partner,0.0482916794729126,96,2,2,0,3,8,2,Millennials,39,1,0,208.33333333333331,0
Undergraduate,Partner,0.20797774501717398,56,1,1,0,3,8,7,Millennials,36,1,0,843.8529411764706,0
PhD,Partner,0.3834020057988858,72,2,2,1,5,4,12,Baby Boomers,77,1,0,360.4038461538461,1
Undergraduate,Partner,0.13135262388510693,14,1,0,0,3,5,8,Baby Boomers,79,0,0,1292.857142857143,0
Undergraduate,Alone,0.21897695201553893,13,1,1,0,3,8,12,Millennials,36,1,0,818.3513513513514,0
Postgraduate,Partner,0.14650154554787956,99,1,1,0,3,8,3,Gen X,51,0,0,592.0588235294117,0
Undergraduate,Alone,0.16967191220975258,72,1,1,0,2,8,7,Baby Boomers,66,0,0,1164.75,0
Postgraduate,Alone,0.3005543518493458,92,2,5,0,4,8,10,Gen X,53,1,0,221.96875,1
Undergraduate,Alone,0.5198857721940253,87,1,4,5,7,1,12,Baby Boomers,61,0,2,58.91660623640319,2
Undergraduate,Partner,0.17495515853096458,7,2,2,0,3,8,6,Gen X,49,1,0,500.5625,0
PhD,Partner,0.38038190757434714,91,2,3,2,9,3,12,Baby Boomers,72,1,0,130.15654205607476,1
Undergraduate,Alone,0.3934962004678576,71,5,4,7,11,3,5,Baby Boomers,70,1,0,66.77304147465438,1
Undergraduate,Partner,0.3867450660885963,24,3,8,9,7,7,2,Gen X,56,1,0,56.739260739260736,1
Postgraduate,Alone,0.25915245860260844,17,1,2,0,4,5,10,Gen X,54,1,0,614.0677966101695,0
Postgraduate,Partner,0.4653123977091659,87,2,4,2,8,3,12,Gen X,45,2,0,164.33642691415312,2
Undergraduate,Partner,0.4389170475120535,21,3,9,5,10,7,9,Gen X,49,1,0,67.96189495365603,2
Undergraduate,Partner,0.27723825676703556,90,7,5,1,6,8,8,Gen X,53,3,0,112.03448275862068,1
Postgraduate,Alone,0.5614595113705676,44,1,7,7,9,4,9,Gen X,59,0,2,43.50267119961146,2
Postgraduate,Partner,0.2979415584899434,71,4,4,1,5,6,4,Millennials,41,1,1,159.27169811320755,1
Undergraduate,Partner,0.3481742801659961,52,2,2,1,8,2,5,Baby Boomers,73,1,0,186.2962962962963,1
Postgraduate,Partner,0.442630810899263,78,1,5,7,6,3,9,Millennials,43,0,0,51.71761055081458,2
Undergraduate,Partner,0.4086427420839932,2,4,2,2,8,7,1,Baby Boomers,61,1,1,67.85778275475924,1
Undergraduate,Alone,0.46173070687324635,60,1,3,7,11,1,9,Baby Boomers,76,0,0,75.77213822894169,2
PhD,Alone,0.34950518982733536,25,2,3,1,3,6,1,Baby Boomers,67,1,0,374.22222222222223,1
Undergraduate,Partner,0.514148841559538,47,1,3,7,8,1,6,Baby Boomers,62,0,1,53.59464882943144,2
Undergraduate,Partner,0.23878369889595538,46,2,4,0,3,7,2,Gen X,50,1,0,276.525,0
PhD,Alone,0.4421790538597338,83,1,2,8,9,1,3,Gen X,56,0,0,51.69409937888199,2
PhD,Partner,0.4888960496381499,17,1,5,6,5,2,4,Baby Boomers,70,0,2,43.1790017211704,2
Undergraduate,Alone,0.22994506909396886,13,1,1,0,2,8,10,Gen X,55,1,0,2125.333333333333,0
Undergraduate,Partner,0.3690813198524435,86,3,7,2,8,6,3,Baby Boomers,74,2,0,99.24354243542436,1
PhD,Partner,0.341913442954723,92,3,7,3,12,7,8,Gen X,54,1,0,55.358426966292136,1
Undergraduate,Partner,0.4135257363756539,47,4,6,10,13,4,3,Gen X,50,1,0,44.27665706051873,2
Undergraduate,Partner,0.26690420546433924,18,1,1,0,2,8,10,Gen X,45,1,0,2200.3529411764707,1
PhD,Partner,0.3875659933749286,81,7,8,6,9,6,8,Millennials,44,1,1,62.84437086092715,1
Undergraduate,Partner,0.27350758938475933,91,2,1,0,3,7,1,Gen X,47,2,0,873.0681818181819,1
Undergraduate,Alone,0.14937106225087152,58,1,1,1,2,5,5,Millennials,37,1,0,820.72,0
Undergraduate,Partner,0.4194453556293617,40,4,8,3,11,5,2,Baby Boomers,69,1,0,64.23741007194245,2
PhD,Alone,0.2943513597555445,67,2,1,0,3,3,5,Gen X,53,2,0,1343.354838709677,1
Postgraduate,Partner,0.381172930965431,19,1,7,1,8,5,5,Gen X,48,1,0,107.8030888030888,1
PhD,Partner,0.41666235440329347,93,4,6,2,7,5,10,Gen X,53,1,0,117.0,2
Undergraduate,Partner,0.291023878433945,41,7,7,3,4,8,10,Gen X,48,1,0,81.27272727272727,1
Postgraduate,Partner,0.277062778262702,60,1,2,1,2,7,12,Gen X,52,1,0,556.5857142857143,1
Postgraduate,Alone,0.2692259214282002,54,1,2,0,3,6,8,Gen X,53,1,0,699.2592592592592,1
Undergraduate,Alone,0.23234729690232633,26,2,6,2,2,9,8,Gen X,51,1,1,108.89527027027027,0
Undergraduate,Partner,0.30333762611515147,30,4,4,2,5,5,10,Gen X,50,1,0,161.8684210526316,1
Postgraduate,Partner,0.5295515314778904,93,1,5,9,4,3,10,Baby Boomers,65,0,0,111.3132530120482,2
PhD,Alone,0.5074655146478828,35,1,5,10,13,3,9,Baby Boomers,61,0,0,88.07262569832402,2
Postgraduate,Partner,0.43400122165374794,4,2,3,5,7,7,11,Gen X,49,1,0,61.82716049382716,2
Undergraduate,Partner,0.4057666105499746,92,2,7,2,10,6,6,Gen X,51,1,0,81.7591836734694,1
Undergraduate,Partner,0.10038720610591345,24,1,1,0,3,7,1,Gen X,56,1,0,702.25,0
Postgraduate,Alone,0.20634667913064925,96,1,4,1,4,8,10,Baby Boomers,73,0,0,138.81463414634146,0
PhD,Partner,0.5081209004458581,11,2,2,5,12,6,9,Baby Boomers,67,1,0,37.73996175908222,2
Undergraduate,Alone,0.3237238585906139,99,2,6,1,5,8,12,Gen X,49,1,0,149.8705501618123,1
Undergraduate,Partner,0.4928010846887147,72,1,3,5,13,6,2,Baby Boomers,70,0,1,44.1376306620209,2
Postgraduate,Alone,0.39551326236867285,77,4,2,6,3,8,1,Baby Boomers,61,1,0,64.78666666666666,1
PhD,Alone,0.3798366161230839,85,1,9,4,6,7,11,Silent Generation,81,0,1,81.54545454545455,1
Postgraduate,Alone,0.40198195876047865,88,3,5,3,11,5,4,Baby Boomers,63,1,0,89.64102564102564,1
Undergraduate,Alone,0.37953745903992203,22,1,2,0,3,3,4,Gen X,47,1,0,1292.1627906976744,1
PhD,Partner,0.5065203838086149,83,1,4,9,4,6,4,Gen X,54,1,0,43.30506607929515,2
PhD,Partner,0.4494757914615847,63,3,6,7,11,3,5,Baby Boomers,76,1,0,69.58094262295081,2
Undergraduate,Partner,0.4349507996904494,9,1,4,3,13,2,4,Silent Generation,81,0,0,87.5,2
Undergraduate,Partner,0.19756021840785654,92,2,1,1,2,8,8,Baby Boomers,75,2,0,425.046875,0
Postgraduate,Partner,0.33617697417240805,2,1,1,0,3,5,11,Baby Boomers,64,1,0,1510.3125,1
Undergraduate,Partner,0.17676754148291388,6,1,4,1,3,8,12,Millennials,35,0,0,92.31558935361215,0
PhD,Partner,0.4298313013480171,66,2,4,3,12,8,8,Millennials,40,1,0,44.5363321799308,2
Postgraduate,Partner,0.352059199741082,49,1,1,0,3,5,6,Baby Boomers,69,1,0,1107.4565217391305,1
Undergraduate,Alone,0.36826880349810875,29,2,10,4,12,6,11,Baby Boomers,72,0,0,44.341322314049584,1
Undergraduate,Partner,0.43711313652118705,77,1,5,10,8,3,12,Gen X,49,1,0,69.48677248677248,2
Undergraduate,Alone,0.5197379050498353,77,1,3,7,11,1,7,Millennials,36,0,0,70.1961970613656,2
Undergraduate,Partner,0.25054621035136865,71,1,2,1,4,7,6,Millennials,33,0,0,255.0,0
Undergraduate,Alone,0.4123568988102811,49,6,5,2,12,5,12,Baby Boomers,66,1,0,83.9041095890411,2
PhD,Partner,0.28162818191945216,97,3,4,2,3,7,5,Millennials,44,1,1,183.63425925925927,1
Undergraduate,Alone,0.4061037283672726,6,1,6,4,12,3,3,Gen X,46,1,0,63.787910922587486,1
Undergraduate,Partner,0.3397851987145137,93,3,6,2,5,7,10,Baby Boomers,61,2,1,140.97982708933716,1
Postgraduate,Partner,0.55924638989381,78,1,5,6,7,1,3,Baby Boomers,66,0,1,46.32016632016632,2
