Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
Undergraduate,Partner,77298.0,46.0,425.0,79.5,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,46.0,1.0,0.0,79.77089783281734,Gen X
PhD,Alone,68126.0,40.0,1226.5,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,34.0,0.0,0.0,37.43186813186813,Millennials
Postgraduate,Partner,57288.0,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,62.0,1.0,0.0,94.22368421052632,Baby Boomers
Undergraduate,Alone,86037.0,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,34.0,0.0,0.0,117.85890410958905,Millennials
PhD,Partner,43974.0,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,45.0,1.0,0.0,79.8076225045372,Gen X
Undergraduate,Alone,50785.0,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,63.0,2.0,0.0,445.4824561403509,Baby Boomers
Undergraduate,Partner,90765.0,25.0,547.0,79.5,556.625,120.5,81.0,33.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,55.0,0.0,0.0,52.64791183294663,Gen X
Postgraduate,Partner,36550.0,74.0,47.0,79.5,94.0,120.5,81.0,120.0,5.0,9.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,47.0,1.0,0.0,63.34488734835355,Gen X
Postgraduate,Partner,30753.0,85.0,12.0,5.0,25.0,0.0,9.0,30.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,58.0,2.0,0.0,379.6666666666667,Gen X
Undergraduate,Partner,21918.0,37.0,1.0,6.0,7.0,11.0,5.0,3.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,56.0,1.0,0.0,664.1818181818181,Gen X
Postgraduate,Partner,56129.0,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,72.0,1.0,0.0,85.0439393939394,Baby Boomers
Postgraduate,Alone,32557.0,13.0,34.0,3.0,29.0,0.0,4.0,10.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,58.0,1.0,0.0,406.9625,Gen X
Postgraduate,Partner,19510.0,63.0,9.0,0.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,40.0,2.0,0.0,650.3333333333334,Millennials
Undergraduate,Alone,30992.0,83.0,17.0,0.0,14.0,7.0,3.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,49.0,1.0,0.0,720.7441860465116,Gen X
Undergraduate,Alone,101970.0,69.0,722.0,27.0,102.0,44.0,72.0,126.5,0.0,6.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,42.0,0.0,0.0,89.84140969162996,Millennials
Postgraduate,Partner,71488.0,87.0,162.0,33.0,124.0,40.0,28.0,126.5,2.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,60.0,0.0,0.0,127.88550983899822,Gen X
Undergraduate,Alone,79607.0,37.0,450.0,79.5,556.625,120.5,0.0,126.5,1.0,3.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,41.0,0.0,0.0,41.397295891835675,Millennials
Postgraduate,Partner,54348.0,51.0,70.0,0.0,16.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,72.0,2.0,0.0,603.8666666666667,Baby Boomers
PhD,Partner,77376.0,72.0,492.0,19.0,110.0,16.0,12.0,12.0,4.0,6.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,69.0,2.0,0.0,117.05900151285931,Baby Boomers
Undergraduate,Partner,62998.0,10.0,120.0,58.0,73.0,65.0,81.0,58.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,73.0,1.0,0.0,136.0647948164147,Baby Boomers
Postgraduate,Alone,61331.0,42.0,534.0,5.0,47.0,0.0,5.0,41.0,5.0,11.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,67.0,2.0,0.0,97.04272151898734,Baby Boomers
Undergraduate,Partner,73448.0,10.0,236.0,79.5,189.0,23.0,41.0,126.5,1.0,7.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,56.0,0.0,0.0,101.30758620689654,Gen X
PhD,Partner,41551.0,51.0,220.0,0.0,33.0,3.0,0.0,23.0,5.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,61.0,2.0,0.0,148.92831541218638,Baby Boomers
PhD,Partner,62981.0,21.0,796.0,14.0,556.625,38.0,44.0,0.0,1.0,4.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,58.0,0.0,0.0,42.49730094466936,Gen X
Undergraduate,Alone,9548.0,31.0,0.0,1.0,3.0,10.0,6.0,9.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,49.0,1.0,0.0,329.2413793103448,Gen X
PhD,Partner,33762.0,61.0,53.0,1.0,34.0,2.0,0.0,16.0,3.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,66.0,2.5,0.0,318.50943396226415,Baby Boomers
PhD,Alone,35860.0,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,52.0,2.0,0.0,731.8367346938776,Gen X
PhD,Alone,36921.0,74.0,17.0,1.0,12.0,3.0,1.0,4.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,60.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Alone,92859.0,46.0,962.0,61.0,556.625,52.0,61.0,20.0,1.0,5.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,33.0,0.0,0.0,44.708233028406354,Millennials
Postgraduate,Partner,65104.0,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,49.0,1.0,0.0,61.82716049382716,Gen X
Undergraduate,Partner,86111.0,73.0,399.0,28.0,556.625,36.0,40.0,126.0,1.0,5.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,63.0,0.0,0.0,62.17400722021661,Baby Boomers
PhD,Alone,68352.0,47.0,614.0,16.0,132.0,43.0,33.0,33.0,3.0,8.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,51.0,1.0,0.0,78.47531572904707,Gen X
Undergraduate,Partner,41883.0,13.0,32.0,34.0,41.0,73.0,16.0,116.0,3.0,4.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,37.0,1.0,0.0,134.2403846153846,Millennials
Undergraduate,Partner,59809.0,36.0,598.0,16.0,141.0,32.0,41.0,49.0,3.0,3.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,49.0,2.0,0.0,68.19726339794755,Gen X
Undergraduate,Partner,23957.0,47.0,2.0,1.0,18.0,20.0,11.0,16.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,50.0,1.0,0.0,352.30882352941177,Gen X
Undergraduate,Partner,38547.0,49.0,6.0,1.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,44.0,1.0,0.0,969.270749587855,Millennials
Postgraduate,Partner,35688.0,94.0,73.0,3.0,90.0,12.0,1.0,32.0,6.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,52.0,2.5,0.0,169.13744075829385,Gen X
Postgraduate,Partner,49605.0,65.0,42.0,16.0,29.0,12.0,20.0,8.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,59.0,0.0,0.0,390.59055118110234,Gen X
Postgraduate,Partner,59354.0,59.0,295.0,21.0,78.0,39.0,13.0,13.0,1.0,4.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,72.0,2.0,0.0,129.3115468409586,Baby Boomers
Undergraduate,Partner,65747.0,96.0,346.0,17.0,48.0,23.0,13.0,13.0,4.0,8.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,56.0,1.0,0.0,142.9282608695652,Gen X
Postgraduate,Partner,46344.0,28.0,233.0,20.0,57.0,8.0,20.0,91.0,4.0,7.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,53.0,1.0,0.0,108.02797202797203,Gen X
Undergraduate,Alone,34176.0,12.0,5.0,7.0,24.0,19.0,14.0,20.0,4.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,37.0,1.0,0.0,384.0,Millennials
PhD,Partner,61010.0,57.0,888.0,0.0,57.0,0.0,0.0,76.0,2.0,8.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,73.0,1.0,0.0,59.75514201762977,Baby Boomers
Undergraduate,Partner,69372.0,10.0,997.0,26.0,269.0,34.0,13.0,42.0,1.0,10.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,76.0,0.0,0.0,50.23316437364229,Baby Boomers
Undergraduate,Alone,49967.0,4.0,212.0,6.0,69.0,4.0,12.0,3.0,3.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,67.0,1.0,0.0,163.29084967320262,Baby Boomers
Undergraduate,Alone,60199.0,49.0,8.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,47.0,2.5,0.0,969.270749587855,Gen X
Undergraduate,Partner,55375.0,3.0,42.0,11.0,57.0,10.0,28.0,14.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,48.0,1.0,0.0,341.820987654321,Gen X
Undergraduate,Alone,80317.0,64.0,536.0,11.0,387.0,120.5,81.0,57.0,1.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,70.0,0.0,0.0,65.24532900081235,Baby Boomers
Postgraduate,Alone,30523.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,67.0,2.5,0.0,969.270749587855,Baby Boomers
PhD,Partner,70356.0,20.0,1226.5,16.0,249.0,43.0,16.0,33.0,2.0,10.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,80.0,0.0,0.0,41.240328253223915,Silent Generation
Undergraduate,Partner,23228.0,91.0,53.0,3.0,49.0,7.0,4.0,5.0,4.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,41.0,1.0,0.0,191.96694214876032,Millennials
PhD,Alone,74165.0,9.0,1001.0,12.0,240.0,16.0,12.0,12.0,1.0,5.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,50.0,0.0,0.0,57.358855375096674,Gen X
PhD,Partner,118350.5,98.0,20.0,2.0,556.625,1.0,2.0,1.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,52.0,1.0,0.0,97.78793532338308,Gen X
Undergraduate,Partner,43482.0,83.0,18.0,1.0,32.0,6.0,3.0,28.0,3.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,59.0,2.5,0.0,494.1136363636364,Gen X
Undergraduate,Alone,62551.0,27.0,125.0,16.0,98.0,120.5,21.0,27.0,1.0,6.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,72.0,0.0,0.0,148.5771971496437,Baby Boomers
Undergraduate,Alone,52332.0,63.0,212.0,5.0,33.0,7.0,0.0,2.0,1.0,3.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,66.0,0.0,0.0,202.05405405405406,Baby Boomers
Undergraduate,Alone,66951.0,46.0,277.0,79.5,305.0,120.5,76.0,124.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,37.0,0.0,0.0,59.93822739480752,Millennials
Undergraduate,Partner,26091.0,84.0,15.0,10.0,19.0,8.0,17.0,20.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,68.0,2.0,0.0,293.1573033707865,Baby Boomers
Undergraduate,Partner,33456.0,58.0,7.0,3.0,10.0,8.0,1.0,7.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,60.0,2.0,0.0,929.3333333333334,Gen X
Undergraduate,Partner,28718.0,78.0,12.0,4.0,6.0,11.0,8.0,16.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,43.0,1.0,0.0,503.82456140350877,Millennials
Undergraduate,Partner,50447.0,4.0,85.0,7.0,24.0,2.0,3.0,27.0,1.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,55.0,2.0,0.0,340.8581081081081,Gen X
PhD,Partner,53537.0,17.0,81.0,0.0,6.0,0.0,0.0,6.0,2.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,66.0,2.0,0.0,575.6666666666666,Baby Boomers
Undergraduate,Alone,52074.0,77.0,59.0,0.0,12.0,0.0,0.0,48.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,58.0,1.0,0.0,437.5966386554622,Gen X
PhD,Partner,80427.0,56.0,1149.0,71.0,449.0,69.0,71.0,26.0,1.0,11.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,50.0,1.0,0.0,43.82942779291553,Gen X
PhD,Partner,83837.0,79.0,847.0,66.0,119.0,86.0,81.0,111.0,1.0,9.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,77.0,0.0,0.0,63.6092564491654,Baby Boomers
PhD,Partner,38853.0,90.0,29.0,0.0,14.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,55.0,2.0,0.0,863.4,Gen X
Undergraduate,Partner,38285.0,96.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,66.0,2.5,0.0,969.270749587855,Baby Boomers
Postgraduate,Partner,78497.0,44.0,207.0,26.0,447.0,75.0,0.0,126.5,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,74.0,0.0,0.0,80.26278118609407,Baby Boomers
PhD,Partner,51650.0,81.0,152.0,3.0,22.0,2.0,5.0,7.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,49.0,1.0,0.0,270.4188481675393,Gen X
Postgraduate,Partner,16248.0,77.0,12.0,11.0,10.0,3.0,12.0,9.0,3.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,37.0,1.0,0.0,285.05263157894734,Millennials
Postgraduate,Partner,66835.0,21.0,620.0,26.0,195.0,34.0,17.0,126.5,1.0,6.0,4.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,79.0,0.0,0.0,64.6999031945789,Baby Boomers
Postgraduate,Partner,30477.0,16.0,47.0,1.0,6.0,0.0,0.0,12.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,41.0,1.0,0.0,461.77272727272725,Millennials
Undergraduate,Partner,28249.0,80.0,1.0,9.0,7.0,2.0,14.0,10.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,64.0,0.0,0.0,656.953488372093,Baby Boomers
Undergraduate,Partner,25271.0,45.0,10.0,1.0,18.0,10.0,4.0,7.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,42.0,1.0,0.0,505.42,Millennials
PhD,Alone,32303.0,63.0,35.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,55.0,1.0,0.0,828.2820512820513,Gen X
Undergraduate,Partner,61286.0,34.0,356.0,0.0,107.0,19.0,9.0,117.0,2.0,7.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,59.0,1.0,0.0,100.79934210526316,Gen X
Undergraduate,Partner,74068.0,14.0,783.0,30.0,537.0,120.5,76.0,15.0,1.0,4.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,49.0,0.0,0.0,46.84882985452246,Gen X
PhD,Partner,45759.0,13.0,42.0,1.0,18.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,61.0,2.0,0.0,672.9264705882352,Baby Boomers
Undergraduate,Partner,24882.0,52.0,1.0,4.0,10.0,29.0,0.0,36.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,47.0,1.0,0.0,311.025,Gen X
PhD,Partner,66973.0,98.0,466.0,22.0,432.0,120.5,81.0,102.0,1.0,8.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,36.0,0.0,0.0,52.24102964118565,Millennials
Postgraduate,Alone,36640.0,99.0,15.0,6.0,8.0,7.0,4.0,25.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,93.0,1.0,0.0,563.6923076923077,Silent Generation
Undergraduate,Partner,38872.0,93.0,23.0,3.0,21.0,3.0,19.0,22.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,37.0,1.0,0.0,427.16483516483515,Millennials
Undergraduate,Partner,51148.0,38.0,235.0,6.0,45.0,8.0,9.0,12.0,4.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,52.0,2.0,0.0,162.37460317460318,Gen X
Undergraduate,Partner,31353.0,24.0,10.0,0.0,10.0,3.0,1.0,7.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,48.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Partner,69661.0,80.0,656.0,16.0,106.0,32.0,16.0,8.0,1.0,7.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,45.0,0.0,0.0,83.52637889688249,Gen X
Undergraduate,Partner,80067.0,82.0,519.0,17.0,556.625,27.0,81.0,51.0,1.0,4.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,71.0,0.0,0.0,50.041875,Baby Boomers
Undergraduate,Partner,86718.0,20.0,344.0,79.5,482.0,50.0,33.0,126.5,1.0,5.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,71.0,0.0,0.0,68.28188976377953,Baby Boomers
PhD,Alone,46854.0,81.0,96.0,1.0,79.0,7.0,1.0,79.0,6.0,5.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,52.0,2.0,0.0,178.15209125475286,Gen X
Undergraduate,Alone,69142.0,50.0,448.0,4.0,34.0,6.0,4.0,39.0,3.0,8.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,73.0,1.0,0.0,129.23738317757008,Baby Boomers
Undergraduate,Alone,75922.0,60.0,265.0,79.5,553.0,120.5,23.0,92.0,1.0,4.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,57.0,0.0,0.0,58.627027027027026,Gen X
Undergraduate,Alone,63693.0,63.0,587.0,43.0,337.0,42.0,81.0,54.0,3.0,11.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,47.0,1.0,0.0,55.385217391304344,Gen X
PhD,Partner,102160.0,54.0,763.0,29.0,138.0,76.0,81.0,58.0,0.0,7.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,48.0,0.0,0.0,82.38709677419355,Gen X
PhD,Alone,40637.0,72.0,22.0,0.0,13.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,60.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Alone,18890.0,5.0,6.0,4.0,1.0,7.0,2.0,15.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,41.0,0.0,0.0,539.7142857142857,Millennials
Undergraduate,Partner,29604.0,88.0,7.0,6.0,13.0,7.0,6.0,14.0,1.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,37.0,1.0,0.0,558.566037735849,Millennials
Postgraduate,Alone,48721.0,50.0,81.0,18.0,113.0,47.0,13.0,21.0,6.0,4.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,62.0,2.0,0.0,166.28327645051195,Baby Boomers
Undergraduate,Partner,44794.0,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,59.0,1.0,0.0,689.1384615384616,Gen X
Undergraduate,Alone,64497.0,17.0,1170.0,48.0,320.0,42.0,32.0,126.5,5.0,11.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,71.0,1.0,0.0,35.75221729490022,Baby Boomers
Undergraduate,Partner,46097.0,11.0,72.0,24.0,68.0,65.0,4.0,8.0,5.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,69.0,1.0,0.0,191.27385892116183,Baby Boomers
Undergraduate,Partner,77972.0,18.0,613.0,22.0,319.0,33.0,81.0,12.0,1.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,71.0,0.0,0.0,70.81925522252497,Baby Boomers
PhD,Partner,44377.0,70.0,224.0,0.0,30.0,0.0,0.0,10.0,6.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,57.0,2.0,0.0,168.09469696969697,Gen X
Postgraduate,Partner,46014.0,21.0,410.0,0.0,59.0,19.0,9.0,44.0,6.0,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,51.0,2.0,0.0,85.05360443622921,Gen X
