Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Age,Childrens,Spending-to-Income-Ratio,Cluster,Cluster_Category
Undergraduate,Partner,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,54,1,0.0570095879761596,0,Low Spenders
Undergraduate,Alone,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,74,0,0.1263886117208807,0,Low Spenders
PhD,Partner,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,60,1,1.780221531596143,1,Moderate Spenders
Postgraduate,Partner,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,50,1,0.3106428957320367,0,Low Spenders
Postgraduate,Partner,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,43,1,0.0972063733570009,0,Low Spenders
PhD,Alone,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,67,1,0.7585160667494139,1,Moderate Spenders
Undergraduate,Alone,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,52,1,0.76,0,Low Spenders
Postgraduate,Alone,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,93,1,0.0365557807982453,1,Moderate Spenders
Undergraduate,Alone,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,57,0,2.8425566673473552,1,Moderate Spenders
Undergraduate,Partner,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,67,1,1.553239636089346,1,Moderate Spenders
Undergraduate,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,54,1,0.1140150850727942,0,Low Spenders
Undergraduate,Partner,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,35,0,2.207987840460325,1,Moderate Spenders
Undergraduate,Partner,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,67,1,1.804368471035137,1,Moderate Spenders
PhD,Partner,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,61,2,0.0536514549012182,0,Low Spenders
Undergraduate,Partner,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,53,1,2.1089674794718847,1,Moderate Spenders
Undergraduate,Partner,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,72,1,1.8526663734388955,1,Moderate Spenders
PhD,Partner,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,37,0,3.1474846771089333,1,Moderate Spenders
Postgraduate,Partner,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,56,1,2.3490241806800047,1,Moderate Spenders
Postgraduate,Alone,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,50,1,0.2053915275994865,0,Low Spenders
Undergraduate,Alone,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,40,1,0.0868461487073284,0,Low Spenders
Undergraduate,Alone,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,51,0,1.082849686441008,1,Moderate Spenders
Postgraduate,Partner,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,67,0,0.7927519818799547,0,Low Spenders
Undergraduate,Partner,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,58,2,1.5164724842144195,1,Moderate Spenders
PhD,Alone,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,51,1,0.1067995728017087,0,Low Spenders
PhD,Partner,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,64,1,1.7381831959837075,1,Moderate Spenders
Undergraduate,Alone,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,61,1,0.7001674313422775,0,Low Spenders
Undergraduate,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,61,2,0.2352815357467515,0,Low Spenders
PhD,Alone,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,68,3,0.0417311044014041,0,Low Spenders
Undergraduate,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,46,1,0.2027866814940799,0,Low Spenders
PhD,Alone,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,57,2,1.2127909980767575,1,Moderate Spenders
Postgraduate,Partner,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,55,1,0.6227496093661541,0,Low Spenders
PhD,Partner,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,47,1,0.0662831084126521,0,Low Spenders
Postgraduate,Partner,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,73,2,0.6281980994152047,0,Low Spenders
Postgraduate,Partner,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,59,2,0.2357316849576992,0,Low Spenders
Undergraduate,Partner,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,62,0,1.8658579202236532,1,Moderate Spenders
PhD,Partner,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,55,2,0.4829776622831194,0,Low Spenders
Undergraduate,Partner,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,55,0,1.344941047436249,1,Moderate Spenders
Undergraduate,Partner,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,55,1,0.3035795197100136,0,Low Spenders
Undergraduate,Alone,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,72,0,2.360431374247477,1,Moderate Spenders
Postgraduate,Alone,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,42,1,0.1887504718761797,0,Low Spenders
PhD,Partner,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,50,1,0.3731524109522656,1,Moderate Spenders
Undergraduate,Partner,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,65,2,0.1637387003240661,0,Low Spenders
Undergraduate,Alone,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,62,2,0.2966025525795434,0,Low Spenders
PhD,Partner,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,62,1,1.161159953553602,1,Moderate Spenders
Undergraduate,Alone,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,69,0,1.5762427117304083,1,Moderate Spenders
Postgraduate,Partner,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,44,0,1.0503068745024524,1,Moderate Spenders
PhD,Alone,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,39,0,1.3239440651523608,1,Moderate Spenders
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,57,1,1.4222834855343744,1,Moderate Spenders
Undergraduate,Partner,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,44,1,0.4166666666666667,0,Low Spenders
Undergraduate,Partner,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,49,1,1.1212988378204751,0,Low Spenders
Undergraduate,Partner,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,79,0,0.8395127118644067,0,Low Spenders
PhD,Partner,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,51,1,0.702315661182206,1,Moderate Spenders
Postgraduate,Partner,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,50,2,0.0834856382138586,0,Low Spenders
Undergraduate,Partner,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,51,1,0.2285266560020894,0,Low Spenders
Undergraduate,Partner,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,73,0,1.2354207072451446,1,Moderate Spenders
Postgraduate,Partner,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,69,2,1.6876891036975914,0,Low Spenders
Undergraduate,Alone,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,59,0,1.848747904835764,1,Moderate Spenders
Postgraduate,Alone,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,76,0,1.101197199006099,0,Low Spenders
Postgraduate,Partner,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,41,0,0.1604245079286728,0,Low Spenders
Undergraduate,Partner,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,56,1,0.3571335470920987,0,Low Spenders
Undergraduate,Partner,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,45,0,2.3261451931585397,1,Moderate Spenders
Undergraduate,Partner,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,54,2,0.408997955010225,0,Low Spenders
Undergraduate,Partner,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,60,2,0.0842545160420598,0,Low Spenders
Postgraduate,Partner,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,73,1,2.4557201837321943,1,Moderate Spenders
Postgraduate,Alone,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,37,1,0.090426133152481,0,Low Spenders
Postgraduate,Partner,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,39,1,0.2359269570141084,0,Low Spenders
Undergraduate,Alone,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,43,0,1.2021507569906889,1,Moderate Spenders
PhD,Alone,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,60,1,1.5817101809642216,1,Moderate Spenders
Undergraduate,Alone,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,67,2,0.175906485842365,0,Low Spenders
Postgraduate,Partner,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,69,1,1.2376532190884209,1,Moderate Spenders
PhD,Partner,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,47,1,0.1940617116242965,0,Low Spenders
Undergraduate,Alone,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,37,1,0.6868442901351046,0,Low Spenders
Undergraduate,Partner,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,41,1,0.2752752752752753,0,Low Spenders
Postgraduate,Partner,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,64,0,1.4984558369363803,1,Moderate Spenders
Undergraduate,Alone,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,59,0,0.3957393298320882,0,Low Spenders
Undergraduate,Alone,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,78,0,1.4937320061453452,1,Moderate Spenders
Postgraduate,Partner,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,61,1,0.8517940717628705,1,Moderate Spenders
Postgraduate,Partner,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,33,0,0.5647996250292946,0,Low Spenders
Undergraduate,Alone,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,49,1,0.4216052819982499,0,Low Spenders
Undergraduate,Partner,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,58,3,0.1639053778683441,0,Low Spenders
Postgraduate,Alone,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,49,0,2.1271493659458622,1,Moderate Spenders
Undergraduate,Partner,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,59,2,0.4335953356212406,1,Moderate Spenders
Postgraduate,Partner,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,69,2,0.1109608516245362,0,Low Spenders
Undergraduate,Partner,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,53,2,0.2529699164207237,0,Low Spenders
Undergraduate,Alone,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,40,1,0.6029803166774431,1,Moderate Spenders
Undergraduate,Partner,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,74,2,0.0908117925599195,0,Low Spenders
Undergraduate,Partner,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,54,1,1.0494636931862027,1,Moderate Spenders
Undergraduate,Partner,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,51,1,0.087156096568955,0,Low Spenders
PhD,Alone,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,60,2,0.0425305688463583,0,Low Spenders
PhD,Alone,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,64,1,2.031869413136417,1,Moderate Spenders
Undergraduate,Alone,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,72,1,1.5569395017793597,0,Low Spenders
Undergraduate,Partner,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,68,0,2.0631321658867607,1,Moderate Spenders
PhD,Alone,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,49,1,0.4377399151458011,0,Low Spenders
Undergraduate,Partner,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,41,1,0.1357549073564483,0,Low Spenders
PhD,Partner,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,75,3,0.0698118753674309,1,Moderate Spenders
PhD,Alone,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,39,1,0.5333511117037235,0,Low Spenders
Undergraduate,Alone,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,42,1,0.0955466932535726,0,Low Spenders
PhD,Alone,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,36,0,0.2088480997764442,0,Low Spenders
PhD,Partner,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,69,1,1.7502336659933069,1,Moderate Spenders
Postgraduate,Partner,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,54,1,0.1677184604013872,0,Low Spenders
Undergraduate,Partner,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,42,1,0.1499318491594729,0,Low Spenders
Undergraduate,Alone,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,65,2,1.520802520738216,1,Moderate Spenders
Undergraduate,Alone,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,57,0,1.9050638764482848,1,Moderate Spenders
Undergraduate,Partner,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,53,1,0.202118989405053,0,Low Spenders
Undergraduate,Partner,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,60,0,2.0167945736901074,1,Moderate Spenders
PhD,Partner,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,93,0,2.2183115452760616,1,Moderate Spenders
Undergraduate,Alone,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,37,0,2.2401864394435944,1,Moderate Spenders
Undergraduate,Alone,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,39,0,0.3356596073507039,0,Low Spenders
PhD,Partner,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,56,1,2.1408389480547707,1,Moderate Spenders
PhD,Partner,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,75,1,0.855090062740336,1,Moderate Spenders
Undergraduate,Partner,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,52,1,0.0662008091210003,0,Low Spenders
Undergraduate,Alone,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,73,0,1.1376977354973796,1,Moderate Spenders
Undergraduate,Partner,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,60,2,0.0948081264108352,0,Low Spenders
Undergraduate,Alone,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,55,0,1.4027229327518125,1,Moderate Spenders
Undergraduate,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,54,2,0.1448702752535229,0,Low Spenders
Postgraduate,Partner,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,49,1,0.0482203670775443,0,Low Spenders
Undergraduate,Partner,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,68,1,1.1741875606429204,1,Moderate Spenders
Undergraduate,Partner,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,39,1,2.0055036691127417,1,Moderate Spenders
PhD,Alone,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,59,0,1.475078484496624,1,Moderate Spenders
Undergraduate,Partner,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,51,0,1.6477343652477845,1,Moderate Spenders
PhD,Alone,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,49,1,2.1283333333333334,1,Moderate Spenders
Undergraduate,Alone,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,47,2,0.1268017493465828,0,Low Spenders
Undergraduate,Partner,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,70,1,0.1951238740958275,0,Low Spenders
PhD,Partner,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,56,0,2.439309397914171,1,Moderate Spenders
Postgraduate,Partner,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,82,0,1.383062099488267,1,Moderate Spenders
PhD,Partner,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,77,2,0.9104346522139628,0,Low Spenders
Undergraduate,Partner,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,68,0,2.738558599811748,1,Moderate Spenders
PhD,Alone,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,56,1,1.0227217907279655,1,Moderate Spenders
Undergraduate,Partner,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,47,2,0.2004078475493987,0,Low Spenders
PhD,Partner,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,47,1,0.0662831084126521,0,Low Spenders
Undergraduate,Partner,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,58,2,0.9596146001282077,0,Low Spenders
Undergraduate,Alone,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,56,1,1.2645293140886449,1,Moderate Spenders
Undergraduate,Partner,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,65,0,1.6949578775304917,1,Moderate Spenders
Undergraduate,Alone,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,49,1,0.1613158310928356,0,Low Spenders
Undergraduate,Partner,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,63,0,2.6824019437695243,1,Moderate Spenders
PhD,Alone,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,50,1,1.881628463906945,1,Moderate Spenders
Postgraduate,Partner,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,41,1,0.0840712924560026,0,Low Spenders
Undergraduate,Partner,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,50,2,0.527211590352443,0,Low Spenders
Postgraduate,Alone,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,55,1,0.0981453905509679,0,Low Spenders
Undergraduate,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,59,1,2.1485660554771977,1,Moderate Spenders
PhD,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,53,2,0.1892270205816786,0,Low Spenders
Postgraduate,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,50,2,0.2603149811271639,0,Low Spenders
Undergraduate,Alone,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,55,0,0.3586451184414434,0,Low Spenders
Undergraduate,Alone,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,36,1,0.1221969021433997,0,Low Spenders
PhD,Partner,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,64,1,2.0729834703278835,1,Moderate Spenders
Undergraduate,Alone,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,56,1,0.1654662254233988,0,Low Spenders
PhD,Partner,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,56,2,0.0506238646853875,0,Low Spenders
Undergraduate,Partner,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,40,1,0.1100770539377564,0,Low Spenders
Undergraduate,Alone,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,71,0,1.1815761642536742,0,Low Spenders
Postgraduate,Partner,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,52,3,0.5912351490697153,0,Low Spenders
Postgraduate,Alone,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,44,1,0.0525689621780151,0,Low Spenders
Undergraduate,Alone,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,54,1,0.4001952171791117,0,Low Spenders
Postgraduate,Partner,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,57,1,1.1234159150587966,0,Low Spenders
Undergraduate,Partner,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,65,1,1.5856486959814458,1,Moderate Spenders
Undergraduate,Partner,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,76,1,0.2936403678231976,0,Low Spenders
PhD,Alone,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,57,2,1.4020367183017786,1,Moderate Spenders
Undergraduate,Partner,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,46,0,1.9246954595791803,1,Moderate Spenders
Postgraduate,Partner,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,46,1,0.3552056832909326,1,Moderate Spenders
Undergraduate,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,32,0,1.5169666051983364,1,Moderate Spenders
PhD,Partner,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,79,0,0.4097075197992629,0,Low Spenders
Postgraduate,Partner,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,57,1,1.111943145372084,1,Moderate Spenders
PhD,Partner,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,34,0,2.326664919483999,1,Moderate Spenders
Undergraduate,Partner,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,54,2,0.4244249726177437,0,Low Spenders
Undergraduate,Partner,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,41,1,0.3062886933854676,0,Low Spenders
Undergraduate,Alone,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,38,1,0.1151778858459176,0,Low Spenders
Postgraduate,Partner,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,45,1,0.66138477437134,0,Low Spenders
Postgraduate,Alone,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,69,2,0.2038541168975951,0,Low Spenders
Undergraduate,Partner,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,60,0,1.3815824432754131,1,Moderate Spenders
Undergraduate,Alone,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,51,2,0.3846789228990158,0,Low Spenders
Undergraduate,Partner,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,65,0,1.1243321204969352,0,Low Spenders
PhD,Alone,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,70,3,0.8032996523837828,1,Moderate Spenders
Undergraduate,Partner,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,60,2,0.0854059909178019,0,Low Spenders
PhD,Alone,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,53,1,0.2572300003674714,0,Low Spenders
PhD,Alone,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,54,2,0.4133236080719669,1,Moderate Spenders
PhD,Partner,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,51,1,0.1515600803927383,0,Low Spenders
Undergraduate,Partner,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,62,2,0.9715090112417472,0,Low Spenders
Postgraduate,Alone,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,43,1,0.3345189701897019,0,Low Spenders
Undergraduate,Partner,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,49,1,1.69891195365591,1,Moderate Spenders
PhD,Partner,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,70,1,2.2342586323628977,1,Moderate Spenders
Undergraduate,Alone,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,38,1,0.7863947317946423,0,Low Spenders
Undergraduate,Partner,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,63,1,1.4292945439045184,1,Moderate Spenders
PhD,Partner,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,82,0,1.6371185658735914,1,Moderate Spenders
Postgraduate,Partner,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,50,1,0.3941583708120673,0,Low Spenders
Undergraduate,Partner,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,31,0,1.7196196371078445,1,Moderate Spenders
Undergraduate,Alone,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,44,0,1.61862405973755,1,Moderate Spenders
Postgraduate,Partner,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,54,2,1.517018482981517,0,Low Spenders
PhD,Partner,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,52,1,0.1283388144702013,0,Low Spenders
Undergraduate,Partner,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,42,1,0.1495215311004784,0,Low Spenders
Postgraduate,Partner,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,43,1,0.054077438892494,0,Low Spenders
Postgraduate,Partner,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,51,0,1.7376247214956893,1,Moderate Spenders
PhD,Partner,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,84,0,2.2778333172089824,1,Moderate Spenders
Undergraduate,Partner,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,72,3,0.0410795711292774,0,Low Spenders
Undergraduate,Partner,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,39,0,1.931977182219352,1,Moderate Spenders
Undergraduate,Partner,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,36,1,1.5749075338379752,1,Moderate Spenders
Postgraduate,Partner,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,36,1,0.4133025759323337,0,Low Spenders
Undergraduate,Partner,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,57,1,1.643996477150406,1,Moderate Spenders
PhD,Alone,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,64,0,1.989041418723856,1,Moderate Spenders
Undergraduate,Partner,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,36,1,1.6137023143888456,0,Low Spenders
Postgraduate,Partner,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,58,2,1.607511625488419,1,Moderate Spenders
Undergraduate,Partner,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,61,1,1.4195332021904408,1,Moderate Spenders
Undergraduate,Alone,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,55,1,0.1899050474762618,0,Low Spenders
Postgraduate,Partner,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,69,1,0.0902969986062854,0,Low Spenders
Undergraduate,Alone,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,59,1,1.0896063741229634,1,Moderate Spenders
Postgraduate,Alone,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,76,1,0.9062857808224496,0,Low Spenders
PhD,Partner,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,54,1,0.3811189903470682,0,Low Spenders
Postgraduate,Partner,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,39,1,0.48,0,Low Spenders
Undergraduate,Partner,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,36,1,0.1185040605067791,0,Low Spenders
PhD,Partner,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,77,1,0.2774665172616189,1,Moderate Spenders
Undergraduate,Partner,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,79,0,0.0773480662983425,0,Low Spenders
Undergraduate,Alone,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,36,1,0.1221969021433997,0,Low Spenders
Postgraduate,Partner,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,51,0,0.1689021361152508,0,Low Spenders
Undergraduate,Alone,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,66,0,0.08585533376261,0,Low Spenders
Postgraduate,Alone,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,53,1,0.4505138673799803,0,Low Spenders
Undergraduate,Alone,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,61,0,1.697314329320828,1,Moderate Spenders
Undergraduate,Partner,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,49,1,0.1997752528405544,0,Low Spenders
PhD,Partner,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,72,1,0.7683055989372969,1,Moderate Spenders
Undergraduate,Alone,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,70,1,1.4976103797512037,1,Moderate Spenders
Undergraduate,Partner,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,56,1,1.7624480597225156,1,Moderate Spenders
Postgraduate,Alone,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,54,1,0.1628484681203422,0,Low Spenders
Postgraduate,Partner,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,45,2,0.6085078145957165,1,Moderate Spenders
Undergraduate,Partner,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,49,1,1.471412768407813,1,Moderate Spenders
Undergraduate,Partner,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,53,3,0.8925823330255463,0,Low Spenders
Postgraduate,Alone,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,59,0,2.2987094181217347,1,Moderate Spenders
